,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-386.59128,160.67863,-20.228966,42.380123,15.397879,2.3060627,12.549389,18.28535,12.03782,7.659942,1.7647257,6.1974363,-4.0367723,-1.1664943,1.7953584,-6.2730656,4.546153,11.590174,-0.42243028,0.93207616
1,-390.14255,186.91223,-45.44665,47.699013,18.332973,-2.287173,17.38679,11.249205,7.3756485,10.361979,-1.7857342,9.66728,-0.86362517,-3.68035,8.776002,-1.2783502,0.16568005,8.225266,-3.031782,-0.12498367
2,-406.34665,207.43231,-53.261944,45.445698,31.777376,-8.45595,32.222275,1.7857229,3.199864,14.053553,-8.723879,11.956728,2.77656,-10.388678,13.88203,-0.81454736,-4.3036537,6.38853,-9.931175,-1.0526544
3,-408.75803,206.06425,-52.431664,44.566757,26.740604,-15.83351,28.070902,3.5677772,7.0736294,15.3056755,-9.7499695,11.736945,2.2861042,-13.183573,11.507139,-1.3185792,-3.8133044,8.845449,-6.272469,2.4549174
4,-410.71478,203.09842,-58.22575,36.5513,21.69447,-17.201302,29.536634,6.2078233,8.670597,20.736034,0.07528049,16.323366,1.2514715,-11.890125,15.062225,-0.51473224,-5.345705,9.168505,-6.279716,0.21085566
5,-407.76434,204.30222,-58.99932,38.955082,25.860498,-14.198395,30.86517,6.5507545,10.898745,23.532934,-2.7402656,9.719843,-2.1101716,-12.073048,16.472109,2.6394331,-3.9807117,7.4497256,-7.5130787,0.50211596
6,-409.9752,204.3233,-56.26728,41.312172,27.678162,-15.412707,27.486483,3.9693952,9.677813,23.44357,-4.3776326,8.016882,-0.62296164,-11.898838,14.023277,1.6760478,-2.9010298,9.23714,-8.17029,-2.6744463
7,-408.73654,207.25299,-56.351936,36.979794,25.642391,-16.86105,24.90017,1.7018512,5.566948,20.897242,-5.0781794,2.2584572,-7.103881,-13.86628,11.973249,-0.24861157,-2.0654173,12.540054,-2.9338694,0.7210605
8,-409.0358,207.22397,-58.3236,35.66853,28.64624,-17.045464,20.498875,-1.5119207,2.6931937,19.004484,-6.8571863,-1.931671,-11.097651,-17.555744,8.433765,-1.6322733,-3.836987,10.051793,-3.5232153,-0.45724344
9,-410.4629,210.92813,-49.496086,40.35824,27.170725,-21.436266,18.724564,0.5342688,6.5416746,25.062845,-0.56656265,3.7039456,-4.691173,-11.358309,14.542462,2.7169871,-3.746488,8.202745,-5.166949,-0.12729847
10,-413.62198,210.6151,-45.690628,41.587975,28.110697,-16.650616,22.050163,-0.697874,4.314788,24.212433,1.2754822,9.025995,2.3546793,-7.771892,12.636066,2.4313655,0.38561824,10.169594,-7.811106,-3.8408284
11,-413.81158,210.10411,-49.329044,37.64399,29.515244,-13.147749,27.014328,2.8708591,-1.2271113,16.885523,-0.024679482,8.65588,0.84145457,-11.428234,8.2793,1.624239,-3.028521,4.1127305,-7.2228947,-1.9646503
