,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-382.50757,188.36282,-26.768114,24.744823,-3.232894,-6.4288244,13.468517,8.66041,0.37221307,7.1426115,3.0165324,5.7168775,-5.193861,-6.156244,-0.45024586,0.4249627,7.3140564,5.985296,1.3782262,9.277124
1,-370.39215,224.7804,-48.87034,36.013588,-1.9664705,-15.720028,14.817684,-1.6002678,-2.0632584,10.3326645,-2.9978225,10.606253,3.195393,-3.5667834,3.0580528,-1.5977813,5.7448015,6.3266783,-1.6386685,8.123119
2,-382.66742,237.82468,-57.08194,44.011894,13.721455,-20.862837,26.558266,-12.436954,0.9941767,17.281996,-7.435522,15.3743,5.368394,-6.207953,8.84005,-4.1571255,4.537923,5.8116927,-7.1990557,9.199383
3,-381.16132,235.32878,-62.626022,42.94483,14.791891,-21.794468,24.696432,-11.56261,3.1069155,14.572102,-11.43124,15.327386,4.6481557,-6.8079023,12.836157,-0.0422467,6.1373653,6.4382696,-8.327991,8.585418
4,-388.4337,230.68518,-64.97948,37.443825,13.287256,-22.91648,19.851673,-14.186909,2.4478052,14.248413,-11.297794,15.168243,7.9126334,-2.5255265,11.63324,-2.1076064,7.0466766,7.435501,-6.3779483,11.284044
5,-386.20398,236.36743,-61.35505,31.871773,6.842361,-22.105423,22.805943,-12.361482,7.2933807,21.542732,-6.808884,18.062172,12.40041,-0.7352664,8.018505,-7.865196,1.6730917,6.0177846,-4.427957,9.745453
6,-382.27765,236.06432,-61.58609,37.92737,5.4914517,-27.53141,26.017464,-7.9805365,5.3738017,19.468105,-4.0060787,20.963165,10.532547,-3.4133446,5.490627,-10.583443,5.506556,12.698171,-2.715735,12.2531185
7,-386.2338,230.3901,-59.295303,45.602295,5.326418,-29.007492,26.112053,-11.030074,7.0618787,25.935928,-2.4219828,17.148134,6.4019027,-5.6051345,5.1444197,-8.187944,7.6420236,10.905226,-5.918948,7.1482315
8,-381.38272,240.28494,-53.80229,40.77761,3.4689703,-27.621563,19.921665,-17.138617,9.598072,25.455784,-11.658967,12.088111,8.14801,-4.441117,8.230212,-5.1201515,3.72912,5.6870337,-5.670224,9.931871
9,-379.48,239.19748,-55.71864,44.039703,8.329683,-24.944094,18.559093,-19.841139,6.0505524,18.400282,-13.507608,16.386436,7.526328,-6.446126,7.8101754,-9.184004,-2.0782974,-1.4690157,-11.42692,10.4028225
10,-385.3832,230.58151,-58.68628,45.37593,2.9649618,-29.788183,23.879177,-14.061337,4.3545513,16.480513,-8.261449,22.34755,6.5811825,-10.561231,2.2420645,-14.03654,2.2099586,6.885524,-9.7557,8.572078
11,-381.416,227.95451,-64.5004,47.907455,3.1584253,-32.168537,28.000626,-10.197855,5.772046,20.765223,-6.372662,19.241755,5.57553,-7.0877028,5.465824,-12.939013,4.4164743,9.192659,-8.976099,13.385
12,-372.84836,231.57,-68.07309,48.163162,0.73788375,-37.8332,29.39014,-7.0177565,5.259443,22.891903,-3.0186703,19.285023,2.9442725,-12.1396265,0.10602516,-16.948978,1.5102565,6.500113,-13.146075,11.480648
13,-372.24564,234.88994,-68.324356,43.01471,0.42496866,-36.841385,27.995075,-10.573263,0.15240721,22.651371,-1.8781369,16.22771,0.110705614,-12.425951,2.914657,-15.921616,-1.8007165,8.37575,-7.5436387,12.656487
14,-375.1134,231.0363,-72.36076,47.56317,13.199024,-33.99652,24.30704,-13.0905075,-5.0305943,22.929737,1.372643,14.354271,2.2975876,-4.621176,12.93683,-5.6693754,2.008089,9.741508,-8.089755,5.6480446
15,-368.42368,238.2981,-69.31658,49.189964,17.612904,-29.379654,24.775282,-11.386668,-0.66893905,21.867271,-3.3326988,11.6929035,-0.026155353,-5.4194703,14.550921,-5.463561,0.07592678,6.8311424,-10.23831,5.911022
16,-374.34073,238.85477,-65.65712,44.535416,18.17837,-23.935778,25.907108,-6.5325704,5.6330338,21.287907,-6.692031,7.7271633,-0.09511557,-0.8946915,14.346069,-5.699851,4.3720875,7.1039486,-13.560001,1.6908228
17,-376.37015,236.85457,-68.13992,39.429947,14.136776,-26.617516,19.21997,-13.29759,3.8309872,20.438929,-7.2886505,9.564913,1.5663371,-4.784732,5.823307,-8.429689,8.129758,9.513971,-10.575916,3.214161
18,-374.46948,233.0896,-75.04538,38.76854,14.090334,-28.374592,16.145653,-19.913973,-0.8943105,19.138233,-9.029591,10.542813,5.4093056,-1.6169543,7.360339,-12.120502,2.5900643,10.762087,-6.5635986,4.879219
19,-375.74207,230.69095,-78.97282,36.26034,18.115475,-20.656326,21.841084,-13.97311,5.5037127,21.077566,-10.151621,7.972638,-0.21131706,-5.601095,8.26597,-10.85787,3.0671823,11.910015,-7.382675,4.2783456
20,-371.5222,236.74765,-74.39827,38.011932,19.308266,-18.94056,21.797298,-15.603851,4.9100084,21.841396,-8.235298,12.346711,7.039627,1.461515,10.619823,-11.348728,3.6961324,9.727303,-13.798548,-1.6666043
21,-372.68152,233.42656,-80.16341,35.048523,19.144482,-22.120628,19.118725,-15.689558,4.7865043,23.011627,-7.078121,15.867363,14.400695,4.9299254,12.614537,-7.5804,2.2977371,7.839868,-9.812215,2.0278025
22,-372.5765,231.6502,-81.41022,37.46553,20.54337,-22.151972,19.845436,-18.7934,-1.6920006,21.158789,-4.7658377,14.249697,7.361125,-1.0115697,12.485027,-3.1159549,7.3047147,9.38865,-10.114998,5.239233
23,-366.7109,232.07927,-84.791595,37.275948,18.302847,-21.143488,21.448746,-22.559444,-4.32273,22.801834,-1.0968473,13.143463,1.9632959,-3.0198991,9.549973,-5.5852737,8.777698,6.7010603,-12.621057,8.032745
24,-374.24445,226.87906,-84.446686,37.858803,19.665985,-24.417698,13.902788,-23.20976,-3.074172,18.393108,-0.89493704,21.606876,12.561673,6.21107,12.250732,-11.273346,-1.5915456,-0.45077524,-10.153704,11.678101
25,-372.11395,235.46188,-78.52112,33.62549,15.573078,-26.971733,18.235378,-10.825599,5.0544395,19.763285,-6.3238974,11.248552,5.5440035,4.4400654,13.62583,-11.058344,-1.0137038,4.477731,-8.100292,12.006947
26,-373.42648,235.16713,-79.08516,31.95726,15.52204,-26.303352,18.51326,-13.03989,4.23186,24.558846,-6.1815386,4.9810214,1.1259792,-0.4160341,11.085995,-7.437655,1.5046301,4.3870864,-8.815947,11.020084
27,-373.4192,235.3952,-76.69316,33.786743,15.009799,-23.91225,18.829193,-19.5649,-0.76408404,22.861794,-7.830362,4.742938,0.48385325,-1.559754,13.798685,-1.7366244,5.7519426,6.3419237,-7.4625063,10.833733
28,-376.51968,234.56773,-75.367294,30.634218,9.815308,-25.276974,21.438444,-15.530407,4.08062,27.92693,-3.6352134,6.858993,-1.20488,-4.445461,10.896672,-8.401429,0.5827185,6.9235926,-8.987073,6.5874057
29,-378.2762,232.16069,-76.53029,33.890495,15.2476635,-25.404163,18.119614,-14.873716,5.4270396,26.699478,-4.242173,5.568085,-4.4311414,-4.8366737,12.681497,-8.459091,-0.5814514,4.081117,-12.147845,6.648475
30,-379.23892,235.46388,-69.919044,38.03341,20.01314,-19.46772,23.602982,-9.910431,6.8718104,24.843643,-5.0153437,7.085348,-3.8101645,-8.040957,9.377541,-8.601945,-0.6836748,4.7531013,-9.929745,6.8775244
31,-383.72144,233.34021,-67.269615,40.326553,24.334908,-12.207893,27.412113,-9.228273,8.254623,26.391798,-1.2954586,13.094408,-0.6240138,-9.043072,5.6900463,-14.212032,-5.514825,2.7630098,-12.041131,3.8228223
32,-379.62122,233.62823,-71.12372,39.58777,23.564644,-12.317271,31.302765,-6.0754695,9.212907,25.835194,-7.528555,5.306809,-0.27990547,-4.160589,5.8941364,-15.489122,-2.3690608,6.9920115,-8.014114,7.4402637
33,-374.12885,232.66548,-73.26221,42.12933,15.768785,-18.928566,31.555744,-13.904062,0.019469857,20.862453,-14.598011,1.4801555,2.2606676,0.027252972,9.336727,-11.006826,5.2615786,11.174644,-10.030666,6.631995
34,-379.11847,223.9353,-72.377396,53.720245,19.206585,-20.678429,29.813295,-19.499624,-3.500599,20.653412,-13.901717,1.4715452,-3.4224772,-5.516651,10.434455,-10.005276,2.209374,8.087094,-10.72028,6.690843
35,-376.68338,222.44955,-75.43603,53.2741,16.128426,-21.361774,31.821634,-20.75175,-3.8760662,22.71162,-9.700132,8.598249,-0.6010283,-8.845547,7.2076216,-12.754645,-0.7634237,8.082224,-7.699497,8.297955
36,-375.7425,225.44531,-73.68271,51.00666,13.462212,-23.840199,31.73206,-17.41731,-4.056781,19.325157,-9.952278,10.478247,1.8100483,-7.8824883,2.7479646,-18.794376,-3.596306,6.6444845,-7.0899153,11.540035
37,-378.19366,221.42859,-77.095276,50.69565,15.41489,-24.045717,29.21559,-17.189299,-2.5332918,20.256075,-6.4239893,12.583787,-1.3686048,-12.1950245,1.3529356,-16.344353,-1.4668782,7.6306973,-4.5599356,12.558023
