,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-424.94302,127.6606,7.20837,36.50196,11.492249,19.041656,14.129561,8.383168,7.320897,11.409562,5.089197,4.9631557,2.8034177,5.7190905,2.0887532,-2.8527055,-1.9407179,-2.0665417,1.4189435,8.085694
1,-434.519,150.73532,-0.3512213,47.411427,1.569262,-0.6962321,19.076733,-0.84457684,11.629461,22.062899,1.3585448,5.66811,9.008681,2.313211,10.726003,3.7072809,-0.87017673,3.403423,0.49512064,-0.85686004
2,-447.7076,164.10936,-1.0817605,36.43216,8.139288,-13.109916,21.534199,1.2930703,10.580875,26.925009,-1.3024732,8.406583,16.356472,3.3400474,12.621826,3.4094033,-5.2955265,6.3684683,-0.61766624,-4.3318586
3,-460.89923,167.81317,-2.78835,17.262054,20.447384,-9.531902,4.3979015,7.5696063,9.530591,16.198246,5.546696,6.62887,11.852611,8.314428,6.5881367,-0.5074209,-1.139008,3.9551587,2.1718202,4.9426
4,-464.96097,164.96368,-3.6139097,17.363466,24.887848,-5.1377873,4.9002047,6.7164207,7.741112,15.413357,8.005919,7.3731766,4.8948927,-3.9634604,-2.6475823,-4.5092626,-3.51413,4.7319427,7.67327,10.6647415
5,-469.20212,163.73444,1.4599535,21.162994,26.03039,-4.1558237,1.688668,2.4368963,12.386259,23.129646,7.027232,1.2184559,0.9115151,-6.490872,-4.001385,-2.52897,-1.1114374,4.4184384,6.2013702,6.4620495
6,-466.13208,168.1688,0.5302282,13.297733,20.165337,-3.3392966,8.433908,9.375778,14.200866,23.736504,6.7139378,-1.2979357,3.900918,2.506673,3.9835103,3.1751568,1.735071,4.3948464,5.897496,7.078131
7,-464.3102,175.09973,6.0779943,9.148037,14.837898,-5.530306,7.46218,9.073124,12.678684,25.655329,15.188723,6.5031075,8.484991,6.4719467,8.057803,8.368266,5.255624,3.8675065,5.036673,7.9449086
8,-464.63983,174.88072,4.9443088,8.793171,18.91468,-4.016122,1.6144099,6.6100593,14.736252,22.888878,11.738285,5.9707274,7.0798855,5.2481585,5.8778367,7.4999456,11.762871,10.171099,4.838971,6.657708
9,-465.58258,168.58575,-1.0682682,10.674639,20.214626,-3.264007,5.9777584,9.431178,15.740004,22.97874,8.122974,2.134076,6.0600395,3.888451,1.5027072,-0.80866617,2.4518676,6.6336217,8.385839,11.893642
